stamp,x,y,theta
1778594685.4898899,-0.9512668873760904,3.4814001854364243,2.240292919319168
1778594686.1415653,-0.9484283597928936,3.476118123217885,2.4153498898688537
1778594686.7917728,-0.9439670029413377,3.472514356256748,2.5886707972231844
1778594687.4303756,-0.941895366440429,3.4722368421935776,2.759568301102009
1778594688.081451,-0.9365291354581649,3.469608286434045,2.9342706314029185
1778594688.7201006,-0.9393200663182337,3.4661817931533005,3.1034290129828093
1778594689.3719158,-0.9453013517824318,3.4673230892304634,-3.0141336028637475
1778594690.0218565,-0.9427238548910991,3.463620608455459,-2.843411353031093
1778594690.6607401,-0.942347466421557,3.458193211465788,-2.67388892896821
1778594691.3121803,-0.9442899281844372,3.4528609406682693,-2.509496013956755
1778594691.9502532,-0.9532524509519529,3.451037309734804,-2.339812846074262
1778594692.601246,-0.9613290117046026,3.4520272718169953,-2.159912348777639
1778594694.5422716,-0.9552841904658322,3.4646613350446414,-2.2894412355021325
1778594695.1807797,-0.9505975389101532,3.473301797841585,-2.4504392676520723
1778594695.8316479,-0.9463823687747704,3.481113654073644,-2.6219901667553307
1778594697.7723212,-0.9500142982180686,3.484461269384011,-2.7220442005923142
1778594699.8378866,-1.00507861332796,3.4625657101198932,-2.7251384902176787
1778594701.7765667,-1.0544074833070742,3.4429321985899177,-2.812830783931098
1778594703.8397727,-1.1155085363977062,3.4336358876755892,-2.871946980616316
1778594705.779955,-1.1794231103283372,3.423279359858838,-2.8684781177969114
1778594707.70827,-1.2417008649935353,3.4103834067792356,-2.871265074385882
1778594709.6371684,-1.301808688999103,3.3962909818417866,-2.871969533430362
1778594711.5780816,-1.3563171383897072,3.382136279434714,-2.878619421219917
1778594713.6414049,-1.4139465302954208,3.364422608949896,-2.88360464610091
1778594715.581085,-1.4680941948252564,3.3473691998162938,-2.879979608765911
1778594717.6448362,-1.5205599811958772,3.3240187859082955,-2.8729946352024722
1778594719.585286,-1.556732833624126,3.307913767455842,-2.715142854407221
1778594721.5258975,-1.6027785486520332,3.2907954634743963,-2.709848219237406
1778594723.5891972,-1.6476650445378802,3.274826841265179,-2.707088916233793
1778594725.5175045,-1.679485850221253,3.26357237014313,-2.6991646572904138
1778594727.5807822,-1.7092713167667772,3.251659556790294,-2.6169485314168432
1778594729.5214272,-1.7521685236339206,3.226380210499157,-2.6150687231423877
1778594731.573116,-1.805363973561546,3.1971411505503897,-2.6079560343142925
1778594733.6484382,-1.861727665395716,3.1635681439509518,-2.60652640575296
1778594735.5766366,-1.918214473427109,3.1281332579097643,-2.6121974807547645
1778594737.5171726,-1.977816897356914,3.0879276022427646,-2.620022631332738
1778594739.5804431,-2.05673862006876,3.035214410350009,-2.6417833115159
1778594741.5209136,-2.116428989428604,3.004388763875167,-2.63582207548747
